gene,AB5075_UT1,AB5075_T1,AB5075_UT2,AB5075_T2,AB5075_UT,AB5075_T3
dnaA,12116,12128,9883,4938,10340,27355
dnaN,7749,733,9298,5063,6328,9958
recF,1375,157,2025,1449,1686,821
gyrB,5608,492,8008,5923,6703,5357
ABUW_0005,8537,5365,11540,6665,19994,20191
ABUW_0006,11249,2508,11604,6421,10316,14132
ABUW_0007,809,1013,889,726,1251,2471
ABUW_0008,1958,177,463,509,1820,1366
ABUW_0009,6,1451,6652,5305,7181,8541
adeT,11748,14,53,32,25,104
ABUW_0011,764,36,49,37,40,107
ABUW_0012,777,115,153,72,148,258
anmK,466,194,2647,1887,1660,2564
tyrS,2869,11997,8426,4805,7722,21896
ABUW_0015,10574,933,1882,989,464,3064
ABUW_0016,3844,3343,2936,1913,3756,11766
ABUW_0017,7665,138,170,361,371,2533
ABUW_0018,1,0,0,0,4,9
ABUW_0019,248,0,0,0,0,0
ABUW_0020,0,1861,6269,6387,10490,4094
ABUW_0021,0,6003,10540,10855,16263,12573
ABUW_0022,5270,1284,6412,5941,2175,5807
ABUW_0023,10189,852,2749,2289,1185,3544
sun,10529,122,740,385,1428,638
fmt,4527,2310,411,361,1169,1875
ilvD,599,3018,650,462,2324,2650
ABUW_0027,2207,643,1781,1135,1197,1793
ABUW_0028,1556,6,32,45,39,61
ABUW_0029,1885,36,297,172,86,222
ABUW_0030,21,4,3,2,3,12
ppc,145,75,1533,520,812,708
ABUW_0032,3713,15,335,217,195,255
ABUW_0033,2138,25902,89722,59286,44344,137430
ABUW_0034,25145,640,9045,5111,2019,8418
ABUW_0035,23954,766,3675,1818,2845,3251
ABUW_0036,0,2,13,13,3,5
dnaJ,168,0,0,1,1,2
ABUW_0038,4,3,2,0,4,9
dapB,1572,0,0,0,0,1
ABUW_0040,438,1,3,2,3,12
ABUW_0041,1180,1015,349,206,344,728
alrA,465,21,55,39,48,116
ABUW_0043,62,28,97,65,110,144
ABUW_0044,12,1,14,8,20,24
ABUW_0045,0,57,142,95,162,410
ABUW_0046,90,566,1202,918,529,1837
tag,83,6,17,23,31,47
ABUW_0048,73,1,8,8,1,14
ABUW_0049,26,459,4626,2312,3167,2605
mutY,120,3,38,16,18,47
ABUW_0051,6,47,86,92,35,206
ABUW_0052,0,24,7,11,3,27
ABUW_0053,0,25,35,23,12,69
ABUW_0054,0,6,54,39,10,47
ABUW_0055,0,0,0,0,0,0
ABUW_0056,0,8,10,6,27,31
ABUW_0057,0,2,0,0,0,1
ABUW_0058,0,22,176,93,29,216
purC,1,349,1304,390,879,602
ABUW_0060,1,0,1,0,0,0
dapA,5,0,4,0,4,1
pncA,1,4,4,3,1,11
ABUW_0063,73,0,0,0,1,0
ABUW_0064,101,0,0,3,2,2
ABUW_0065,86,5,14,6,5,32
hppD,10,1,38,21,22,52
hmgR,279,575,4861,4303,2470,1069
ABUW_0068,51,508,3419,4032,2109,1019
maiA,146,44,326,462,127,284
fahA,433,931,2532,1962,1609,956
aroP1,1688,1074,3777,3820,3509,1113
ABUW_0072,0,1,5,2,2,35
ABUW_0073,132,4266,59482,85677,30542,8491
ABUW_0074,181,14,53,17,11,34
hutC,63,51,132,124,52,199
ABUW_0076,274,1434,2499,3584,2089,2633
hutU,513,314,275,395,442,775
hutH,127,182,76,179,120,397
ABUW_0079,157,260,91,262,155,649
hutI,2210,238,57,110,136,464
hutG,0,51,36,114,81,265
ABUW_0082,0,90,27,80,15,316
ABUW_0083,1786,25,8,39,12,111
murI1,103,4338,5053,8178,9912,15934
ABUWs001,511,638,1053,2073,1864,5310
ABUW_0085,0,0,0,0,1,5
ABUW_0086,52,0,1,0,12,35
ABUW_0087,18,545,1545,755,533,2386
ABUW_0088,329,31,94,68,142,430
glmS,371,1,2,0,1,18
glmU,1192,20,40,26,47,182
pgpA,5,7,20,12,12,49
thiL,30,16,22,35,46,61
nusB,1317,98,49,72,100,214
ribH,5,45,345,197,756,170
ribB1,109,205,967,641,833,374
ABUW_0096,192,3,7,8,0,5
serB,947,3,85,85,24,125
ABUW_0098,231,2668,1283,1672,3887,3002
ABUW_0099,81,1,9,7,8,34
dtd,43,23,217,95,109,136
pncB,37,29,48,38,22,104
ABUW_0102,44,4,27,18,20,28
psd,69,131,163,102,52,255
ABUW_0104,184,12,30,11,15,69
phoR,1777,11,29,31,13,76
phoB,329,9,64,66,42,201
ABUW_0107,431,276,686,706,458,2018
ABUW_0108,5387,124,146,225,76,331
ABUW_0109,50610,884,918,388,368,329
ABUW_0110,24,27,88,117,70,440
ABUW_0111,118,84,122,226,71,833
ABUW_0112,543,62,103,217,62,686
ABUW_0113,6096,51,146,271,68,739
gshA,243267,588,1019,971,591,3127
dsbB,1,198,391,1231,978,345
ABUW_0116,1514,858,524,1695,1168,670
ABUW_0117,3047,517,3207,2285,4470,3833
ABUW_0118,242,3389,57842,63700,37620,8788
ABUW_0119,547,0,4,6,0,6
ABUW_0120,27,15,9,20,1,86
ABUW_0121,30,498,552,534,205,352
ABUW_0122,74,3184,3567,3472,4239,6514
ABUW_0123,48,4064,953,300,8631,296
parE,74,98,179,123,68,178
allA,133,99,1811,784,842,946
allC,74,165,30,30,73,260
ABUW_0127,83,44,64,115,39,212
ABUW_0128,98,4,9,11,19,18
ABUW_0129,3,13,14,9,24,50
uraH1,30,35,28,34,38,99
ABUW_0131,2320,164,13,11,37,167
ABUW_0132,0,11,16,39,24,76
ABUW_0133,125,196,41,53,59,148
ABUW_0134,72,134,14,27,41,83
ABUW_0135,67,40,40,64,52,147
dsbD,56,83,43,75,60,149
ABUW_0137,333,25,123,93,35,283
est,2022,104,128,167,47,669
ABUW_0139,10035,30317,15877,22951,25838,7086
ABUW_0140,810,1,1,0,0,1
ABUWs002,71,8,10,11,3,23
xth,175,8,1,5,6,25
pyrE,1253,0,6,12,4,30
ABUW_0143,6546,11,12,14,2,37
ABUW_0144,124,23,103,104,40,212
gshB,122,624,2230,694,2895,722
murG,166,973,2140,2656,4072,3898
murC,267,430,492,396,765,827
ddlB,235,17,23,35,39,68
ftsQ,945,13,167,168,53,289
ftsA,255,1095,1028,1022,2951,2071
ftsZ,851,7630,9156,13216,15665,16081
lpxC,1320,9,20,26,35,107
ABUW_0153,123,10,29,23,29,85
ABUW_0154,136,7,39,28,24,77
aceE,157,19,72,76,26,116
aceF,180,188,86,81,215,231
ABUW_0157,86,148,360,435,818,544
ABUWs003,104,1,0,2,1,8
ABUW_0158,74,1,10,9,2,16
ABUW_0159,45,56,23,17,23,83
ABUW_0160,66,137,108,95,452,588
ABUW_0161,73,128,351,554,206,355
guaB,16,9683,6430,5508,14411,3050
glmM,205,30,118,133,37,56
pdxH,103,64,128,131,48,142
recJ,197,60,152,148,58,180
ABUW_0166,412,595,202,266,183,340
prfB,734,299,64,99,67,193
ABUW_0168,298,244,100,163,43,133
ABUW_0169,234,194,109,192,91,205
xenB,43839,130,47,100,33,80
kdtA,677,167,74,190,16,122
ABUW_0172,164,233,74,149,37,201
ABUW_0173,345,31,45,77,9,81
ABUW_0174,845,589,127,241,164,389
acsA,295,1479,77,149,112,370
ABUW_0176,299,75,142,295,64,180
ABUW_0177,166,1773,238,490,218,1009
ABUW_0178,295,1877,329,493,350,1077
msuE,797,18,100,119,56,115
ABUW_0180,65,16,74,101,144,98
ABUW_0181,88,11024,43435,11424,23947,9531
ABUW_0182,1424,292,1262,2008,946,667
ABUW_0183,267,92,682,555,763,316
ABUW_0184,2134,539,354,719,680,2280
ABUW_0185,171,3591,250,531,565,2942
ABUW_0186,244,17178,183,512,852,2634
ABUW_0187,166,2244,107,406,277,1086
ABUW_0188,161,1514,245,712,454,2388
uvrA,1731,499,6471,11232,6025,3862
ABUW_0190,5170,4081,1368,11585,1378,12424
ABUW_0191,24539,200,407,634,329,1400
ABUW_0192,0,13998,6859,11961,5991,25467
ABUW_0193,1635,400,1165,2303,377,1887
ABUW_0194,3889,2802,6628,7788,12607,12217
ABUW_0195,2952,15,19,31,23,95
ABUW_0196,5482,36,31,40,50,145
ssb,4624,2,7,19,15,89
ABUW_0198,45,20,19,35,67,107
ABUW_0199,7596,54,753,751,145,2235
ABUW_0200,54,391,2260,618,2379,1529
gabP,41,3254,8725,2010,9447,4685
ABUW_0202,40,2,0,1,0,0
gabT,120,1104,319,327,410,1040
gabD1,438,1432,2272,4172,2574,9374
ABUW_0205,12,7430,1239,2350,3506,14902
ABUW_0206,10,7584,1849,4123,4829,25796
ABUW_0207,165,636,1107,2965,825,5668
ABUWs004,132,0,17,11,13,19
ABUW_0208,308,671,1331,2045,1042,5462
ABUW_0209,64,161,762,737,189,848
ABUW_0210,39,123,642,726,203,773
ABUW_0211,64,173,549,869,197,1185
ABUWs005,149,232,176,114,223,691
ABUW_0212,275,8,24,24,22,107
ABUW_0213,2409,11,9,19,14,105
ABUW_0214,294,65,20,51,51,306
ABUW_0215,691,298,62,96,93,504
ABUW_0216,1278,47,456,451,142,597
ABUW_0217,1047,106,1671,2662,1517,339
ABUW_0218,618,24,185,74,1187,55
ABUW_0219,1645,113,117,109,70,160
ABUWs006,1352,242,220,180,271,592
ABUW_0220,1711,923,356,467,315,967
ABUW_0221,23,213,103,192,63,325
ABUW_0222,449,3984,191,330,310,1818
ABUW_0223,548,2789,221,425,353,1447
ABUW_0224,1090,1526,359,532,310,1065
ABUW_0225,470,5,22,26,3,248
ABUW_0226,316994,3574,223,381,427,635
ABUW_0227,127256,101,261,281,132,262
ABUW_0228,1277,142,319,316,119,542
ABUW_0229,172,71,180,165,101,211
ABUW_0230,269,807022,487997,450302,539857,177755
ABUW_0231,0,321921,188299,174358,319427,83752
trkD,24,1144,530,1183,137,289
ABUW_0233,46,1058,1690,3075,767,1188
ABUW_0234,13,0,81,28,30,54
ABUW_0235,44,207,100,46,229,548
ABUW_0236,330,0,0,1,0,0
aqpZ,226,190,16,46,125,1579
ABUW_0238,2100,94,25,98,124,1296
ABUW_0239,634,45,14,45,111,1066
hisF,288,17,29,87,74,535
ABUW_0241,12889,33,177,321,417,1569
ABUW_0242,0,65,66,54,41,167
ABUW_0243,63922,877,1388,1487,470,2930
ABUW_0244,4,197,369,194,370,101
ABUW_0245,1268,273,476,311,153,95
hisA,470,3399,7772,4196,3670,2357
ABUW_0247,0,0,0,0,1,0
ABUW_0248,176,255824,52986,24559,66243,71651
hisH,27,1320,163,238,320,616
hisB,7,986,366,201,1071,1059
ABUW_0251,8,0,0,0,0,0
ABUW_0252,26,8,93,75,100,599
ABUW_0253,0,3,11,8,13,69
ABUW_0254,65,3,4,4,1,99
ABUW_0255,2947,14,23,24,25,385
envZ,4004,16,22,45,60,667
ompR,4228,8,1,3,2,48
ABUW_0258,1062,73,56,79,180,705
ABUW_0259,1676,250,1169,453,1295,720
acr1,3078,487,1380,673,627,1000
metY,4782,385,1686,986,707,1600
ABUW_0262,6406,60,603,307,477,1071
ABUW_0263,2259,138,1800,768,1121,2142
ABUW_0264,738,770,2309,1559,1620,4824
ABUW_0265,224,3525,2876,2859,1564,10655
czcC,14084,4511,4442,4614,4875,16148
czcB,25532,1322,1909,1879,2708,1102
czcA,8407,594,887,569,982,1393
czcD,19,116,175,136,68,445
ABUW_0270,855,336,1181,678,858,1562
ABUW_0271,1516,4598,3641,4258,7570,15411
ABUW_0272,9,485,676,825,181,921
ABUW_0273,87,113,25,27,26,50
ABUW_0274,5,736,43,58,53,168
ABUW_0275,672,19,26,46,38,54
ABUW_0276,249,3,1,0,1,1
ABUW_0277,341,2458,923,936,613,2495
gltX,1021,253,373,436,86,521
ABUW_0279,2,1337,659,803,923,973
sbp,12,658,911,867,982,829
mraW,282,0,0,1,0,3
ftsL,199,7,29,47,12,336
ftsI,3114,3,2,2,2,12
murE,330,8,94,81,141,193
murF,444,89,71,101,96,210
mraY,408,6466,4330,349,5721,2617
ABUW_0287,2627,17,104,193,30,751
rrm,165,41,103,192,53,837
ABUW_0289,1192,20,120,193,58,748
ABUW_0290,379,99,754,944,319,3479
comN,45,13,39,47,7,154
comO,2,70,80,88,10,310
comL,39,738,504,680,1600,3794
comQ,180,15253,3204,13963,19529,76492
aroK,8,366,848,3186,514,9684
aroB,14,236,84,339,62,1287
ABUW_0297,8,23,14,100,8,420
gltB,13,113,92,678,34,1672
gltD,148,1157,242,2490,634,9050
ABUW_0300,141,100,20,196,36,622
ABUW_0301,11,119,15,159,75,648
ABUW_0302,39,141,28,299,15,770
ABUW_0303,59,200,9,96,74,673
ABUW_0304,29,2103,759,1671,1380,7075
ABUW_0305,31,995,716,1384,303,2001
bfr1,30,8,14,56,11,151
ABUW_0307,23,20,57,95,16,284
ABUW_0308,45,32,263,167,41,189
ABUW_0309,113,64,64,53,59,65
rpoZ,276,9,47,53,44,52
gmk,430,66,68,109,17,114
ispH,3591,128,127,163,67,188
fimT,5,53,58,85,15,148
pilV,212,1,0,0,1,6
pilW,1,115,527,1027,443,471
pilX,5188,252,397,665,387,457
pilY,5416,52,310,617,360,418
comE,2,195,342,720,146,651
comF,1408,105,305,615,102,660
rpsP,135,155,860,1050,206,2324
rimM,134,164,1102,1365,1304,3642
trmD,125,459,1717,874,540,808
rplS,736,612,7560,1861,2556,2467
ABUW_0324,692,1,2,5,14,21
lifO,865,61,521,378,210,645
truB,913,1,1,0,0,0
ABUW_0327,579,2160,6992,5233,3781,2957
ABUW_0328,260,2403,5868,4579,7270,3911
ABUW_0329,3424,0,1,0,0,0
ABUW_0330,678,525,332,131,377,1396
serA,381,18,50,36,57,104
ABUW_0332,2,39,43,38,141,204
ABUW_0333,401,71,49,49,101,190
ABUW_0334,151,57,123,408,112,747
mdaB,238,49,90,330,134,665
ABUW_0336,257,416,110,142,218,1143
mdfA,210,47,397,232,359,691
ABUW_0338,2041,102,107,169,215,909
sodC,8450,54,572,83,601,767
ABUW_0340,1624,16644,5048,5098,19960,11268
ABUW_0341,3081,77,351,167,138,509
ABUW_0342,8655,43,197,82,278,304
ABUW_0343,1,6,2,2,2,5
ABUW_0344,1224,132,201,179,375,241
ABUW_0345,373,125,73,71,107,119
ABUW_0346,59,64,159,127,149,112
ABUW_0347,2877,355,129,120,174,230
ABUW_0348,1791,58,87,107,71,178
ABUW_0349,2083,698,3933,3414,6982,2504
gdh,1203,6318,333,1117,90,414
ABUW_0351,384,844,33,182,32,108
astA1,37,336,53,176,23,127
astD,369,619,187,560,98,432
astB,14,7,52,80,72,153
astE,26,27,71,131,50,285
ABUW_0356,59,12,25,29,11,110
ABUW_0357,1286,1324,246,476,557,6384
ABUW_0358,827,299,1041,849,1558,513
ABUW_0359,1137,1585,1427,1055,2902,1134
ABUW_0360,20,425,830,717,532,320
ABUW_0361,31,498,132,158,103,940
ABUW_0362,110,143,23,23,147,113
ABUW_0363,199,55,96,70,199,263
ABUW_0364,670,11,20,8,8,19
ABUW_0365,2265,114,14,19,56,74
glyS,250,28,27,41,50,52
glyQ,238,139,564,173,287,485
ABUW_0368,88,103,447,136,323,323
ABUW_0369,44,48,824,281,154,293
ABUW_0370,23,1,23,22,31,61
ABUW_0371,1,17,84,120,49,236
ABUW_0372,262,195,131,219,101,898
ABUW_0373,255,86,191,244,77,500
ABUW_0374,176,30,215,126,56,411
ABUW_0375,1556,736,1327,969,2340,4544
aroE,1425,78,134,76,229,337
hemF,5,20,70,94,84,382
ribA,2922,14,25,43,48,242
dxs,5190,36,21,20,45,153
suhB,1873,3,20,13,20,51
ABUWs007,467,25,152,91,104,253
ABUW_0381,237,115,202,135,145,586
ABUW_0382,69,17,82,72,17,119
mlaF,13,561,716,405,838,1529
mlaE,14012,22,723,390,607,71
mlaD,526,650,2311,2003,1767,7055
mlaC,32150,6537,3016,2170,4373,23642
mlaB,7,5452,1213,863,1572,23838
corA,165,9,70,39,27,83
ABUW_0389,467,20,9,12,16,43
ABUW_0390,1430,6,8,8,9,17
ABUW_0391,399,51,81,24,109,88
recG,11495,0,5,5,11,9
ABUW_0393,11061,22633,55977,13106,37770,12529
ABUW_0394,3604,36,322,138,87,136
plsB,1684,23507,53546,13094,121528,19670
tesB,6,0,0,1,0,1
ABUW_0397,163,55,182,114,90,187
ABUW_0398,3,53,433,371,452,721
ABUW_0399,7451,295,1203,957,578,1737
ABUW_0400,3115,16,98,179,17,257
ABUW_0401,12225,14177,6190,16238,27259,93323
ABUW_0402,2332,13623,3704,8711,22280,53055
ABUW_0403,7442,4782,1576,1127,6789,4865
ABUW_0404,18058,9641,1250,2300,4123,10640
rpsJ,15988,0,7,8,5,13
rplC,98,34,278,629,213,1480
rplD,383,2891,3509,3081,10617,8023
rplW,19,483,2888,1789,2627,2065
rplB,242,2493,25324,14033,10946,4993
rpsS,449,274,164,392,132,1011
rplV,284,1622,588,1188,621,3940
rpsC,1596,13883,1724,1563,3784,10401
rplP,59,3329,1472,1911,2807,10392
rpmC,40,12,103,79,94,102
rpsQ,71,21,38,52,10,75
rplN,0,5,4,12,4,44
rplX,33,34,47,32,20,43
rplE,30,37,190,166,101,77
rpsN,1,215,557,466,663,267
rpsH,36,22,495,325,254,241
rplF,5,1,36,12,48,11
rplR,9,28,25,14,66,40
rpsE,51,0,0,0,0,0
rpmD,0,65,10,6,71,36
rplO,2379,1,19,10,9,10
secY,915,4,16,9,22,28
rpmJ,15,24,154,96,49,53
rpsM,159,4,47,21,17,22
rpsK,106,0,16,10,22,23
rpsD,10,17,59,32,16,43
rpoA,12,0,0,0,3,0
rplQ,15,148,169,150,431,827
ABUW_0433,9,390,225,212,222,1708
fadE,14,2,11,6,1,20
ABUW_0435,4,24,127,64,98,121
ABUW_0436,5,208,4556,3271,10592,5401
ABUWs008,11,6,21,27,7,39
ABUW_0437,8,16,19,37,4,39
ABUW_0438,112,14,18,41,16,82
ABUW_0439,153,18,11,18,21,87
ABUW_0440,69,3,8,14,1,50
ABUW_0441,84,19,9,23,6,49
ABUW_0442,25,9,11,27,7,41
prlC,64,16,32,41,21,66
rnr,4,21,48,74,15,125
ABUW_0445,9,261,405,656,174,1090
ABUW_0446,1725,409,1010,1582,575,2548
ABUW_0447,4331,254,250,607,80,1614
ABUW_0448,1237,253,232,534,170,1221
ABUW_0449,108,7,107,109,140,200
ABUW_0450,1035,24,14,43,31,174
ABUW_0451,895,0,0,0,0,0
ABUW_0452,749,0,0,2,1,18
ABUW_0453,628,1,0,1,2,7
ABUW_0454,1227,1,0,1,2,16
ABUW_0455,270,794,1138,651,490,2606
ABUW_0456,148,13596,1111,1187,1584,13654
wrbA,354,115,1049,993,779,1159
xpt,25839,18,37,61,102,159
ABUW_0459,213,337,826,683,461,1253
ABUW_0460,363,297,664,486,472,1018
ABUW_0461,539,5,0,1,1,15
ABUW_0462,480,544,98,140,494,1437
phoL,413,1225,166,193,307,1870
miaB,141,189,230,520,229,1467
ABUW_0465,295,59,79,40,63,316
ABUW_0466,241,55,32,19,50,324
mdh,20,154,85,71,44,322
ABUW_0468,9777,22433,20628,5797,24712,22636
ABUW_0469,10452,12,362,191,92,95
ABUW_0470,3884,48,340,188,445,334
ABUW_0471,4651,265,620,360,1081,823
pssA,12,228,249,266,108,510
ABUW_0473,368,925,152,215,224,1404
ABUW_0474,4553,18,61,95,49,155
ABUW_0475,1919,2452,2322,347,413,625
ABUW_0476,2026,1760,361,237,155,305
ABUW_0477,2,16,3,0,315,856
ABUW_0478,0,14865,1677,2462,937,1495
ABUW_0479,0,28800,918,1086,412,975
ABUW_0480,0,2147,570,558,186,391
ABUW_0481,0,82213,7446,3272,266710,33235
ABUW_0482,0,1,19,16,2,1
ABUW_0483,0,38,346,232,545,411
ABUW_0484,461,847,3120,1983,3775,3933
ABUW_0485,329,1908,1345,604,2798,3230
ABUW_0486,1518,310,1905,771,2216,2091
ABUW_0487,1322,0,2,1,0,0
ABUW_0488,1385,0,0,0,0,3
ABUW_0489,554,0,0,0,0,0
ABUW_0490,261,0,0,0,0,0
sspB,156,0,0,0,0,0
sspA,416,96,406,348,256,455
rpsI,6509,56,314,213,101,318
rplM,2613,490,2281,1881,4395,2625
pdxA,493,246,1183,1854,382,2409
ksgA,805,842,1124,1465,2558,3946
apaH,14756,181,653,677,320,828
ABUW_0498,4672,49,231,297,422,575
ABUW_0499,5039,21,78,116,172,379
ABUW_0500,19069,253,319,316,352,819
hflX,22053,606,2782,2219,1064,5887
ABUW_0502,21,1751,876,664,1294,7883
ABUW_0503,5487,146,230,218,155,597
ABUW_0504,9650,186,318,350,429,1203
ABUW_0505,1,916,7276,6370,2114,9010
ABUW_0506,9605,5854,2840,3626,6914,14883
ABUW_0507,656,1233,9788,6980,4019,6640
ABUW_0508,2838,9144,43401,20835,51909,13168
ABUW_0509,1157,7882,48551,24240,92068,14936
ABUW_0510,2398,20,59,46,42,66
ABUW_0511,908,4513,5350,4136,11722,10806
ABUW_0512,799,1000,6011,4195,5876,9737
ABUW_0513,3811,986,5218,4389,8158,21858
ABUW_0514,879,63,462,187,344,522
ABUW_0515,512,615,951,701,720,2788
ABUW_0516,26515,391,458,650,194,1114
thi3,1589,756,1350,1185,1542,3124
ABUW_0518,8264,629,339,372,362,720
ABUW_0519,703,141,520,587,278,702
ABUW_0520,365,347,2296,1480,1838,2147
ABUW_0521,940,127,408,360,518,1939
ABUW_0522,90,51,490,318,170,811
ABUW_0523,9640,10795,11820,5146,10590,27496
ABUW_0524,0,2614,1036,769,1044,1775
ispZ,5,6558,7546,4142,9699,11765
ABUW_0526,1,94,332,312,421,492
ABUW_0527,0,53,184,159,201,290
radC,3,460,379,333,207,833
coaBC,40,4,57,56,11,76
secF,1,1632,4017,2564,3284,8997
secD,0,0,0,0,0,0
yajC,1,0,0,0,0,8
tgt,0,0,0,0,0,0
ABUW_0534,0,0,0,0,5,27
ABUW_0535,0,0,0,0,0,0
queA,0,0,0,0,0,0
ABUW_0537,80,20,146,55,23,123
ABUW_0538,18166,2854,22686,6568,52136,5699
ABUW_0539,12039,653,14744,4421,7336,1895
ABUW_0540,6286,277,1101,1295,774,4802
ABUW_0541,1451,255,3008,2134,10531,794
ABUW_0542,2096,626,3770,2823,36673,1825
ABUW_0543,3108,779,6271,4478,19109,2340
ABUW_0544,10573,5566,17575,11320,60606,9215
ABUW_0545,1588,824,1206,823,2284,3587
ABUWs009,485,166,616,530,349,1653
ABUW_0546,6655,1949,3452,1885,3055,7618
ABUW_0547,3,1456,355,369,684,3439
ABUW_0548,1033,2216,784,1000,837,3641
ABUW_0549,1861,292,191,354,144,815
ABUW_0550,522,474,447,677,826,2155
ABUW_0551,1161,944,454,831,284,1861
ABUW_0552,1084,145,150,420,57,1046
ABUWs010,377,21,392,294,98,661
ABUW_0553,840,154,379,314,237,773
ABUW_0554,519,593,2377,1641,2633,4850
ABUW_0555,4235,20373,5582,3747,8766,62814
ABUW_0556,11780,2056,6399,4288,6046,14065
ABUW_0557,15368,42,206,433,130,887
ABUW_0558,3799,768,1067,1784,1169,12261
ABUW_0559,1323,7244,573,838,1176,27665
ABUW_0561,532,204,751,606,872,2439
ABUW_0562,108760,30447,69308,38686,49449,91027
ABUW_0563,89711,30104,24375,19374,16569,105089
ABUW_0564,5767,1164,1205,1729,633,7453
ABUW_0565,24227,17142,2897,4171,7030,37022
ABUW_0566,25350,3789,3191,4838,5885,33219
ABUW_0567,110339,134350,12020,22036,33122,237151
ABUW_0568,90606,105477,15875,21266,52334,218686
ABUW_0569,1347,714,1217,382,1139,1343
ABUW_0570,8068,1506,11083,4659,13475,7004
ABUW_0571,6864,11617,14858,6756,9397,7455
ABUW_0572,957,317,231,297,175,1286
ABUW_0573,2325,973,1026,1233,1795,2788
ABUW_0574,4347,395,4207,1759,3819,3547
ABUW_0575,1427,88,953,522,1018,764
ABUW_0576,655,100,285,172,98,526
ABUW_0577,27,8,57,53,17,142
ABUW_0578,211,143,72,86,238,219
ABUW_0579,1741,321,458,340,252,1040
ABUW_0580,1227,114,487,297,155,653
ABUW_0581,0,1430,104,203,499,213
ABUW_0582,5875,2065,290,561,1205,370
ABUW_0583,35238,2386,310,382,1216,1884
ABUW_0584,3194,113,581,499,180,1002
