gene,AB5075_UT1,AB5075_T1,AB5075_UT2,AB5075_T2,AB5075_UT,AB5075_T3
ABUW_1150,211,67,822,293,321,225
ABUW_1151,0,11,27,54,5,163
ABUW_1152,9,0,0,0,0,2
ABUW_1153,7,69,229,468,288,2122
ABUW_1154,397,194,147,250,980,2862
ABUW_1155,982,47,392,256,348,299
ABUW_1156,4451,192,2996,2289,1285,1471
ABUW_1157,5640,1136,3147,1414,2967,2668
ABUW_1158,13883,2362,3996,4155,2609,9277
ABUW_1159,3251,6830,5598,5371,9404,28767
ABUW_1160,8279,3320,2108,2226,4581,9257
ABUW_1161,996,1235,2568,3730,2137,11566
ABUW_1162,2202,391,332,696,217,2552
ABUWs019,4380,364,836,1867,535,4732
ABUW_1163,17415,1660,2004,3205,1068,8366
ABUW_1164,35399,2726,17444,13455,4494,26287
ABUW_1165,940,46577,26091,16294,42124,100809
ABUW_1166,3558,87,1118,482,426,770
ABUW_1167,6217,1682,4882,2493,3509,5342
bauF,237,4080,6133,2578,7300,9864
basA,2096,157,1242,509,346,1843
basB,5731,137,1884,841,499,1842
ABUW_1171,3796,1342,4699,1859,5613,5023
ABUW_1172,489,1230,1142,1766,1283,11237
bauD,0,54,540,241,161,412
bauC,229,0,0,2,0,0
bauE,1626,0,0,0,0,0
bauB,429,225,151,173,54,849
bauA,247,151,670,567,558,2349
basC,314,111,66,252,214,1084
basD,427,135,50,212,271,1973
basE,304,196,35,195,217,2320
basF,1175,574,57,275,652,4400
basG,303,131,56,296,161,2105
ABUW_1183,214,2442,165,726,1162,14889
ABUW_1184,157,342,43,177,284,2176
ABUW_1185,1172,56,66,193,157,1302
basH,4668,22,137,159,89,682
basI,4976,64,1427,836,2389,1260
basJ,1475,290,4267,2356,2048,2458
ABUW_1189,1421,850,2900,1023,1047,2528
hemE,4042,284,876,310,322,906
ABUW_1191,340,359,1413,661,1309,1300
ABUW_1192,4601,1099,2487,1564,2308,4564
ABUW_1193,659,565,798,1641,273,4482
ampC,2046,7357,15970,12593,8586,4608
folE,2402,53,325,195,135,522
xdhA,2349,209,801,387,837,2136
xdhB,1006,279,1025,619,624,3079
xdhC,3782,653,848,744,781,4473
ABUW_1199,1235,321,338,333,256,1981
trpC,1132,415,799,1052,967,6203
trpD,1015,72,910,513,653,1101
ABUW_1202,12896,59,795,417,347,855
ABUW_1203,1475,130,751,440,542,1234
trpG,6268,1294,5002,4231,2559,5119
ABUW_1205,3479,245,1034,809,747,2255
ABUW_1206,1842,516,4584,3045,2759,8234
glnA,3984,867,3850,2146,2199,1824
ubiC,4171,511,1389,785,622,1926
ubiA,3544,658,2422,1448,1843,5402
ABUW_1210,0,413,1910,1279,851,4659
ABUW_1211,1840,1045,1552,1131,1242,3841
ABUW_1212,455,466,1286,2390,637,3613
ABUW_1213,2631,248,333,313,424,827
ABUW_1214,853,522,1774,1978,760,3937
ABUW_1215,401,321,354,517,256,1154
sodB,4988,259,277,306,90,634
ABUW_1217,1743,827,2732,1949,1176,3202
algW,278,105,860,542,1161,3314
cca,645,74,151,103,31,461
ABUW_1220,2395,172,261,204,379,1246
ABUW_1221,925,853,1268,1087,1988,4294
ABUW_1222,830,285,917,780,451,1682
metF,819,68,314,228,257,642
ahcY,18317,97,238,182,294,923
ABUW_1225,18633,6255,9574,7149,19067,50914
ABUW_1226,31,14147,8480,8580,22114,61207
ABUW_1227,30,41,22,43,14,247
lipA1,67,11,34,38,11,167
sthA,3959,43,24,31,13,109
ABUW_1230,2225,1525,1794,1286,1700,9905
ABUW_1231,1651,1270,817,835,1571,8593
ABUW_1232,1366,210,1598,1056,1301,2775
ABUW_1233,6055,3726,1220,772,2201,5545
map1,3256,1066,4200,3914,2343,9912
rpsB,0,1445,2975,3405,1117,6499
tsf,8422,1,1,0,0,5
ABUW_1237,6,2175,6284,3651,5914,22511
ABUW_1238,10870,2,32,15,6,97
ABUW_1239,2447,1842,8735,4290,11090,10519
ABUW_1240,2996,1039,1566,864,1447,3013
ABUW_1241,988,367,2207,1386,1681,3416
rlpA,1015,132,442,603,237,1779
mltB,2769,93,293,432,269,1620
mrdB,5929,541,1582,1220,1513,5174
ABUW_1245,5816,529,2199,1530,1661,7454
queF,1,3212,3803,2786,2558,11534
ABUW_1247,1640,1167,2639,2748,3219,2818
ABUW_1248,2900,813,5097,3881,7244,5399
ABUW_1249,644,163,1034,794,1239,1118
ABUW_1250,910,193,1465,1146,1596,1679
ABUW_1251,8320,4748,10788,7967,8326,16384
ABUW_1252,455,74,489,302,297,872
ABUW_1253,1077,1130,918,554,1121,1369
ABUW_1254,3327,2746,3077,1626,2961,2693
ABUW_1255,8689,1256,5381,4394,5368,11388
ABUW_1256,17564,4636,5834,3380,9868,15425
ABUW_1257,0,2780,9762,7626,8918,12184
ABUW_1258,9095,1094,4031,3584,4387,6461
ABUW_1259,7578,290,597,576,302,1147
ABUW_1260,1145,153,362,683,102,1680
ABUW_1261,1269,406,371,692,288,1754
ABUW_1262,1782,2026,213,415,359,1026
ABUW_1263,1084,752,1310,1379,1448,2940
ABUWs020,2564,263,598,585,888,1732
ABUW_1264,1119,1280,986,801,344,1911
ABUW_1265,1182,114,1045,490,637,960
ABUW_1266,1026,4476,20898,8786,69586,8448
ABUW_1267,19767,4405,27126,14976,44063,39759
ABUWs021,42310,23,4237,1512,881,478
ABUW_1268,725,250,654,361,831,1717
ABUW_1269,1674,604,3957,1347,5145,3663
ABUW_1270,9296,2017,1432,722,1932,3432
ABUW_1271,3626,14,100,74,28,150
ABUW_1272,235,349,1291,1007,559,2572
ABUW_1273,2636,221,472,330,206,1882
ABUW_1274,1196,111,428,300,430,1350
ABUW_1275,809,389,1445,883,755,3249
ABUW_1276,1604,790,748,779,488,3237
ABUW_1277,1314,71,107,146,65,655
ABUW_1278,240,13011,2600,1761,6684,12491
ABUW_1279,9343,1197,1740,1186,1653,4666
ABUW_1280,5123,8922,3357,3529,13942,957
ABUW_1281,13565,96,179,167,178,346
ABUW_1282,223,76,325,342,412,1114
ABUW_1283,2567,18,125,154,91,285
ABUW_1284,980,186,1434,674,1696,1417
ABUWs022,1517,150,222,171,241,927
ABUW_1285,678,58,285,209,196,813
ABUW_1286,931,623,5802,2568,5526,5061
ABUW_1287,6018,1899,19397,9028,27834,22770
ABUW_1288,22632,2,16,24,7,22
ABUW_1289,110,1,2,3,1,7
ABUW_1290,5,0,0,4,1,7
ABUW_1291,6,7,17,28,5,58
ABUW_1292,1,1,0,2,1,9
ABUW_1293,21,11,6,27,3,47
ABUW_1294,2,0,2,11,1,0
ABUW_1295,1,1,0,4,0,6
ABUW_1296,0,0,5,6,6,15
ABUW_1297,3,10,2,13,4,63
ABUW_1298,2,3,4,22,1,68
ABUW_1299,4,0,0,0,0,0
ABUW_1300,116,0,0,0,0,2
ABUW_1301,3,0,7,3,6,22
ABUW_1302,2245,39,36,25,56,527
ABUW_1303,65,10,24,49,8,133
ABUW_1304,41,4,110,89,16,61
ABUW_1305,206,1,2,3,21,88
ABUW_1306,180,9,3,2,1,36
ABUW_1307,4,56,72,92,147,399
ABUW_1308,54,13,11,17,29,159
ABUW_1309,1370,643,1340,955,1356,2709
ABUW_1310,897,0,5,17,4,44
ABUWs023,157,2,3,9,1,25
ABUW_1311,1089,40,177,189,118,403
ABUW_1312,895,123,272,205,64,354
ABUW_1313,983,20,0,2,15,96
ABUW_1314,1879,11,7,32,32,149
ABUW_1315,1016,250,2132,1655,628,1847
ABUW_1316,0,70,607,538,91,750
ABUW_1317,3874,4,164,82,71,516
ABUW_1318,7401,1129,344,356,305,2542
ABUW_1319,668,306,411,293,326,1386
ABUW_1320,123,175,199,251,130,1317
ABUW_1321,119,281,1140,772,671,1750
ABUW_1322,0,713,1128,819,930,1951
ABUW_1323,382,0,0,0,0,3
ABUW_1324,19558,920,615,1154,743,3817
ABUW_1325,713,5702,7772,6297,19956,27128
ABUW_1326,426,102,685,637,807,2378
ABUW_1327,14260,6,199,128,81,184
ABUWs024,1354,30,141,174,297,892
ABUW_1328,0,1,0,0,1,8
ABUW_1329,297,30,441,374,296,1293
ABUW_1330,423,10355,15232,13151,34889,10633
ABUW_1331,760,16,402,131,843,134
ABUW_1332,1701,9,420,202,262,269
glyA,5345,10395,22201,12316,37188,25383
ABUW_1334,1,64,511,720,291,1547
ABUW_1335,36,0,0,0,0,0
ABUW_1336,32265,38,578,302,193,529
ABUW_1337,1371,53,250,209,165,580
ABUW_1338,19,208,470,728,412,1784
hisJ,192,672,1721,1676,521,3122
hisQ,251,2260,2116,2299,1551,12736
hisM,1117,6908,26018,13971,26724,50640
ABUW_1342,2993,84,2386,1576,1492,1593
ABUW_1343,2989,2,21,14,9,49
ABUW_1344,1,64,550,296,218,382
ABUW_1345,2447,69,551,368,779,999
ABUW_1346,394,370,1935,1511,2623,5636
ABUW_1347,1,265,1529,1470,1045,5991
ABUW_1348,4857,3421,1257,716,2146,14944
ABUW_1349,7118,359,453,284,80,376
ABUW_1350,1007,12,48,37,3,53
ABUW_1351,979,691,4996,2597,1336,4012
ABUW_1352,945,690,3786,1827,1082,4234
ABUW_1353,416,95,1426,700,1086,847
ABUW_1354,505,738,1688,1213,1972,6961
ABUW_1355,1327,289,673,439,2163,995
ABUW_1356,78,65,875,422,9224,230
ABUW_1357,41,59,410,258,356,637
ABUW_1358,34,520,1798,1236,2769,1679
ABUW_1359,13,1,29,37,6,106
ABUW_1360,8,7,4,20,13,88
ABUW_1361,40,4,11,21,11,62
dctA3,53,2,6,9,4,27
ABUW_1363,5657,0,2,4,2,20
ABUW_1364,8173,13,4,5,20,62
pheA,1,3,28,31,53,114
ABUW_1366,680,944,11165,8048,4114,7227
ABUW_1367,390,864,13075,9765,7075,11583
pepD,146,39,316,162,286,550
rnz,20,78,283,321,235,679
ABUW_1370,19,70,163,274,111,594
ABUW_1371,36,56,87,207,86,510
thiG,6,415,73,158,107,1209
thiS,124,45,126,200,67,313
ABUW_1374,4293,2,9,1,2,1
rpoH,25,20,61,28,42,85
ABUW_1376,18,331,2719,2170,2462,2701
ABUW_1377,22,6,47,64,23,66
rhlB,5,3,32,71,21,53
ABUW_1379,4,11,10,21,52,58
ABUW_1380,0,0,1,2,10,25
gpsA,4845,2,5,8,5,26
ABUW_1382,2330,5,0,0,0,3
ABUW_1383,193,727,4018,3747,6497,6533
ABUW_1385,313,297,919,795,608,3987
ABUW_1386,299,60,141,84,220,480
ABUW_1387,313,127,176,129,192,843
ABUW_1388,252,43,194,125,205,873
ABUW_1389,390,33,119,98,97,507
ABUW_1390,410,528,109,64,240,1524
ABUW_1391,1225,36,86,86,84,390
ABUW_1392,11,17,47,92,48,328
ABUW_1393,9660,112,762,494,314,1012
ABUW_1394,0,9,1,1,17,78
ABUW_1395,344,3901,3940,3719,6681,9074
ABUW_1396,383,0,0,0,0,0
ABUW_1397,705,106,551,368,483,205
ABUW_1398,3375,121,991,714,1181,395
ABUW_1399,479,392,2653,2013,809,1344
ABUW_1400,1354,801,7571,4610,3329,3289
ABUW_1401,688,0,1,1,0,0
ABUW_1402,253,95,221,241,66,919
ABUWs025,2900,912,1788,1093,977,2112
ABUW_1403,22330,208,1050,731,322,1001
ABUW_1404,53498,52,1709,1275,428,537
ABUW_1405,2285,1692,6566,5536,15482,4448
ABUW_1406,1828,8062,8406,11113,9224,32132
ABUW_1407,0,50787,23220,20424,37040,70955
ABUW_1408,11,586,3760,1693,1424,3936
ABUW_1409,940,172,2355,743,1085,1545
ABUW_1410,1150,0,1,2,0,5
ABUW_1411,517,0,8,3,5,8
ABUW_1412,4556,1,28,69,13,57
ABUW_1413,1946,172,647,482,403,1359
ABUW_1414,4581,204,792,626,372,2219
ABUW_1415,3120,21,281,195,348,634
ABUW_1416,8460,129,1376,1389,1135,2932
ABUW_1417,3040,287,1545,790,3164,1753
ABUW_1418,4230,3555,2787,1596,4682,3782
ABUW_1419,3925,237,2232,1572,1226,2118
ABUW_1420,1260,6982,3751,2409,8403,6074
ABUW_1421,2813,419,2062,1252,810,2429
ABUW_1422,429,272,1784,1280,573,2723
ABUW_1423,613,322,1704,1059,1116,2405
ABUW_1424,132,221,1000,466,1118,1569
ABUW_1425,2,2161,2775,1230,2699,3005
ABUW_1426,104,292,673,286,306,517
ABUW_1427,13634,730,807,424,375,791
ABUW_1428,4141,27,28,49,24,249
ABUW_1429,8773,11,33,24,31,72
ABUW_1430,8401,1374,1813,3573,1519,2342
ABUW_1431,3453,479,151,182,191,136
ABUW_1432,1860,6320,577,617,616,263
ABUW_1433,5180,1511,647,696,894,227
ABUW_1434,52,1201,248,196,296,119
ABUW_1435,118,393,637,542,532,3205
ABUW_1436,950,590,2417,2125,668,5778
ABUW_1437,84801,102,65,131,86,955
ABUW_1438,3656,19,65,127,17,336
ABUW_1439,4011,140,343,470,233,1445
ABUW_1440,1197,201121,78680,69425,392107,120693
ABUW_1441,1,1096,4638,3214,1426,4405
ABUW_1442,2316,699,3492,3045,1743,3640
ABUW_1443,15147,43,1506,1146,271,1646
pyrD,406,0,0,0,1,1
ABUW_1445,1769,12,22,62,15,287
purF,954,215,596,1299,878,5232
ABUW_1447,5238,3053,4192,6857,7713,31761
ABUW_1448,2318,46,970,500,179,375
tkrA,1381,270,2705,1224,1102,910
ABUW_1450,1274,202,2040,1031,629,829
ABUW_1451,1048,945,3969,2231,3199,5769
rpsU,322,328,1048,1008,694,3604
ABUW_1453,16300,204,715,588,383,1250
ABUW_1454,295,123,848,528,403,1488
ABUW_1455,453,184,1022,718,828,1021
ABUW_1456,1381,226,242,296,141,247
ABUW_1457,2395,11205,18471,12222,33070,14850
ABUW_1458,1174,32,101,103,26,454
ABUW_1459,1235,42,164,166,91,474
ABUW_1460,5,223,739,856,255,2143
ABUW_1461,1710,519,535,548,358,2434
ABUW_1462,3805,115,274,261,205,868
ABUW_1463,2350,106,465,362,454,1333
mmsA2,1032,3,0,0,7,47
ABUW_1465,5,169,962,905,414,2812
ABUW_1466,26728,224,1655,1366,651,3083
ABUW_1467,4028,379,1438,975,1922,2657
ABUW_1468,7230,70,552,357,314,735
ABUW_1469,15620,26844,17964,25175,22087,41144
ABUW_1470,0,804,1977,1353,2146,6183
ABUW_1471,0,884,3248,2289,2960,6962
ABUW_1472,963,3146,23314,14745,17361,14966
ABUW_1473,208,1,1,1,1,2
ABUW_1474,899,0,0,0,0,0
ABUW_1475,2,348,640,429,891,1323
ABUW_1476,40768,35,104,202,204,706
gltS,1608,144,654,413,595,871
ABUW_1478,324,2,3,2,1,26
ABUW_1479,568,65048,23703,16077,76679,64010
ABUW_1480,1009,230,1502,1174,1239,3289
ABUW_1481,210,84,667,680,267,1370
ABUW_1482,49,266,343,170,729,1142
ABUW_1483,143,219,2465,1292,2368,1322
ABUW_1484,191,1,9,7,10,43
ABUW_1485,281,16,70,70,26,118
ABUW_1486,59,9,3,5,0,7
ABUW_1487,3063,2,11,21,5,30
ABUW_1488,3891,8,12,13,5,37
ABUW_1489,1757,33,9,11,9,14
ABUW_1490,1079,1784,2094,2302,759,2383
ABUW_1491,950,2556,1981,1687,1658,2779
ABUW_1492,167,6,10,7,46,15
ABUW_1493,2018,0,0,0,0,0
ABUW_1494,1569,3,6,5,1,1
ABUW_1495,334,1,1,8,0,0
proP,1910,0,0,1,1,4
ABUW_1497,95,5,12,8,11,14
ABUWs026,284,38,37,45,79,101
ABUW_1498,1867,1,1,9,5,6
ABUW_1499,1106,8,28,37,24,42
ABUW_1500,17291,30,24,41,12,45
pqiA2,2289,694,105,143,435,246
pqiB,1276,3,1,4,0,2
ABUW_1503,327,1,1,0,3,3
uraH2,5,67,54,62,177,62
ABUW_1505,1470,15,36,31,136,47
irlR,126,0,4,3,0,2
ABUW_1507,12613,0,5,4,11,9
ABUW_1508,3500,6,2,3,1,7
desC,5,1,5,3,6,11
ABUW_1510,983,20,32,23,30,46
ABUW_1511,694,2,5,4,8,5
cfa,7018,9,24,45,26,67
ABUW_1513,3974,7,27,9,49,40
ABUWs027,4883,4,0,1,3,2
ABUW_1514,4994,1,0,1,0,0
ABUW_1515,3028,8,20,50,18,43
ABUW_1516,398,45,52,89,34,102
ABUW_1517,2559,1,7,11,12,15
ABUW_1518,396,0,0,0,0,0
ABUW_1519,2916,14,36,44,34,90
ABUW_1520,1545,2,12,2,57,179
sndH1,725,0,2,5,4,1
ABUW_1522,3554,0,0,2,0,0
ABUW_1523,1558,2,0,10,1,12
ABUW_1524,3486,0,3,1,0,3
ABUW_1525,2626,0,1,1,0,0
ABUW_1526,192,5,0,1,2,3
gloB,10,4,3,5,2,5
metI2,1663,1,0,1,0,0
ABUW_1529,1037,0,1,0,0,0
ABUW_1530,7244,4,0,0,2,2
purD,7402,0,1,0,0,4
purH,2976,1,0,0,0,2
fis,462,0,1,0,0,0
ABUW_1534,1,16,4,2,4,14
prmA1,3,6,0,6,8,8
ABUW_1536,17,0,3,4,11,9
gidA,3,2,0,0,2,0
ABUW_1538,11,1,2,0,1,0
ABUW_1539,30,7,1,1,1,4
ABUW_1540,115,0,0,1,3,1
ABUW_1541,1872,0,0,0,2,0
ABUW_1542,675,0,0,0,0,1
ABUW_1543,1775,0,0,0,0,4
alr,128,7,16,51,6,51
dnaB,814,3,1,0,8,2
rplI,435,322,241,334,121,594
rpsR,2202,54,226,279,113,442
rpsF,5683,638,193,292,373,2312
cyoE,27930,106,238,277,203,968
cyoD,175,52,82,73,59,312
cyoC,557,208,702,415,440,1051
cyoB,432,53,87,103,80,401
cyoA,2748,85,280,756,185,2780
ABUW_1554,4152,701,227,643,462,5593
ppsA,1824,122,322,701,390,2208
ABUW_1556,938,970,2086,1376,702,3640
pgaA,8369,337,2910,1566,1461,2153
pgaB,5063,160,690,767,515,1786
pgaC,1486,119,476,544,269,1251
ABUW_1560,677,103,739,787,380,1468
ABUW_1561,4831,9,221,65,207,124
ABUW_1562,1430,146,1130,1129,1344,2771
ABUW_1563,2581,101,1520,1428,1315,1491
ABUW_1564,1144,47,272,194,124,407
ABUW_1565,113,168,1247,892,811,1930
ABUW_1566,1561,58,56,41,37,172
prfA,2713,35,157,93,47,258
hemK,11345,56,718,281,379,797
ABUW_1569,11313,267,321,247,238,1069
ABUW_1570,4787,1023,16621,6639,8565,8449
ABUW_1571,974,459,2828,1214,1018,2744
ABUW_1572,3093,858,858,914,1029,2959
ABUW_1573,790,119,243,248,228,579
ABUW_1574,1079,1,7,12,2,8
ABUW_1575,1032,69,1868,899,3427,1230
ABUW_1576,12270,4115,9720,6963,10870,12025
ABUW_1577,3251,1076,2723,2070,4776,2018
folB,1297,5,4,4,22,151
ABUW_1579,342,180,1163,823,600,969
ABUW_1580,5,192,886,644,1334,1140
kdpA,4652,10408,9224,13322,4248,7311
kdpB,2242,1992,5873,8048,3589,6152
kdpC,208,19215,5616,7625,7734,9099
kdpD,417,3150,6407,7916,5843,8351
kdpE,628,1479,6050,7135,4651,7652
ABUW_1586,177,212,1171,1665,504,1064
ABUW_1587,1019,936,1233,1070,1547,5218
ABUW_1588,1435,17,265,236,53,559
ABUW_1589,1001,415,2353,1937,1604,4802
ABUW_1590,1004,90,1564,997,966,1532
ABUW_1591,110,245,1020,722,1673,2155
ABUW_1592,620,848,2860,1956,3977,7489
acnB,1122,254,1281,903,2284,3933
ABUW_1594,524,272,718,857,417,1338
ABUW_1595,559,203,765,873,314,946
ABUW_1596,2,508,362,535,173,829
ABUW_1597,6,503,87,221,142,199
ABUW_1598,7,100,69,72,213,89
metR,5,34,206,61,151,259
ABUW_1600,62,0,9,6,5,19
ABUW_1601,423,73,86,82,57,128
rsuA,350,7,10,7,8,22
ABUW_1603,964,12,19,14,24,30
ABUW_1604,312,1,21,25,8,26
ABUW_1605,804,19,34,33,100,52
ABUW_1606,785,7,33,26,53,24
mutL,2070,8,34,23,41,41
miaA,2379,1,6,6,15,23
hfq,2598,688,3796,2507,2064,2291
ABUW_1610,1195,419,1956,1039,1600,2544
nfnB,357,336,825,378,136,590
ABUW_1612,2814,11,112,60,28,80
lpxH,6835,1641,1812,1009,3455,4677
ppiB,3316,204,1707,1000,859,999
glnS,3555,6090,2804,2115,2124,8845
ABUWs028,3530,695,3787,2183,1507,2442
ABUW_1616,550,343,3275,1660,988,1410
ABUW_1617,10,46,298,182,170,295
eutC,0,0,0,0,0,0
eutB,3889,1,1,3,3,25
eat,2770,1,3,5,0,11
ald1,5199,0,4,3,0,8
ABUW_1622,935,0,7,7,1,8
ABUW_1623,7376,1,7,19,3,42
ABUW_1624,1626,7,27,64,25,226
ABUW_1625,5237,255,1223,1621,698,2653
hpcD,1160,116,438,684,152,943
thiM,4,4122,918,1416,1736,9216
ABUW_1628,19244,28,80,121,12,503
ABUW_1629,2003,482,542,986,454,2539
pepN,874,145,181,306,232,673
ABUW_1631,3687,181,616,698,334,2205
ABUW_1632,3776,850,3681,3110,3124,9944
ABUW_1633,12275,4415,24058,11094,34171,12784
ABUW_1634,1198,69,183,151,52,423
ABUW_1635,2296,83,541,500,205,794
ABUW_1636,8101,25,480,604,239,558
ABUW_1637,819,320,836,505,737,3464
ABUW_1638,2099,210,1485,989,871,4053
ABUW_1639,1768,344,1866,876,971,1937
ABUW_1640,2252,80,1299,653,724,1292
ABUW_1641,1278,349,8608,4553,6967,7475
ABUW_1642,669,662,7827,8150,12741,8583
ABUW_1643,3130,234,1505,1008,1270,1840
ABUW_1644,4232,114,1136,780,468,700
ABUWs029,2764,1164,2298,3071,3011,17139
ABUW_1645,7530,421,1438,1939,1348,1724
ABUW_1646,201,843,2669,3818,1358,2864
ABUW_1647,875,202,1483,1960,1192,1131
ABUW_1648,180,124,485,610,181,669
ABUW_1649,348,663,1779,2172,1228,2050
ABUW_1650,30,1046,3093,3906,5709,3674
ABUW_1651,425,3716,9766,8676,11628,23649
ABUW_1652,9,5566,10207,8634,16805,15195
ABUW_1653,0,943,6618,6407,6549,7362
ABUW_1654,0,325,701,367,183,808
ABUW_1655,0,236,1945,1177,1078,3953
ABUW_1656,0,162,457,354,354,723
ABUW_1657,0,578,3551,2302,8512,2888
ABUW_1658,0,1329,2797,1663,10642,3893
ABUW_1659,0,12851,57028,29136,333738,29983
ABUW_1660,24,575,19103,11335,21243,3883
ABUW_1661,20,372,13084,8086,21551,3273
ABUW_1662,0,73,264,246,288,666
ABUW_1663,4229,547,2408,1778,4156,7310
ABUW_1664,7290,134,1278,793,328,1660
ABUW_1665,1000,70,314,260,78,580
mgtA,699,38,224,189,76,364
ABUW_1667,21,130,637,322,240,496
ABUW_1668,2865,97,124,101,63,227
ABUW_1669,1470,209,1247,782,477,1661
ABUW_1670,516,192,824,580,1100,1124
tal,2737,193,708,485,887,1880
ABUW_1672,629,183,410,491,343,2142
ABUW_1673,9449,17,97,147,21,284
ABUW_1674,388,57,255,293,162,1200
ABUW_1675,5681,120,637,478,342,1820
ABUW_1676,10871,47,329,282,144,724
ABUW_1677,7,134,407,263,196,663
ABUW_1678,922,2,38,15,5,42
smvA,738,3,13,9,9,26
dnaX,0,10,86,46,27,227
ABUW_1681,3185,54,98,413,67,1703
plc1,2583,138,48,273,86,1524
ABUW_1683,3901,240,117,392,323,3059
ABUW_1684,3487,171,37,160,41,898
ABUW_1685,101567,42,148,410,181,2135
ABUW_1686,1295,115,129,312,324,1559
murB,3193,364,999,941,310,1747
ABUW_1688,3234,316,843,767,482,2798
ABUW_1689,2030,518,1159,992,1002,4451
ABUW_1690,19454,103,724,442,308,1327
ABUW_1691,1594,27,246,201,40,463
ABUW_1692,1879,504,5094,2340,13234,2987
ABUW_1693,7340,799,6107,2272,9372,3419
ABUW_1694,672,183,4051,1536,1489,1603
ABUW_1695,2452,2084,1115,1123,1567,8051
accC,1547,969,1596,1630,1424,4823
accB,0,43,203,316,125,595
aroQ,11268,769,2348,1506,2019,4247
umuC,6041,1118,1938,1386,2227,3036
ABUW_1700,10247,723,1392,1266,3586,1068
ABUW_1701,8339,2863,8446,7146,1793,2602
nasT,2117,8951,15164,7694,2445,4324
ABUW_1703,2466,4701,1697,629,2910,2890
nirB,2704,721,2667,2090,4924,4314
ABUW_1705,3315,177,1226,706,692,1192
nasA,5971,2,7,6,10,35
mobA,2874,481859,22993,21794,479710,25033
ABUW_1708,158,661,1052,1335,794,4337
moaA,1951,442,630,686,304,1747
ABUW_1710,1347,326,1951,982,915,2913
moaE,4056,215,2199,978,999,2362
